,State,Compound,Low_Estimate,High_Estimate
680,FL,Thiamethoxam,12.2,14.2
681,FL,Thiamethoxam,,8.5
682,FL,Thiamethoxam,,8.6
683,GA,Acetamiprid,0.9,0.9
684,GA,Acetamiprid,0.1,0.1
685,GA,Acetamiprid,0.0,0.0
686,GA,Acetamiprid,0.0,0.0
687,GA,Acetamiprid,0.0,0.0
688,GA,Acetamiprid,18.2,18.2
689,GA,Acetamiprid,0.3,0.3
690,GA,Acetamiprid,0.2,0.2
691,GA,Acetamiprid,13.5,13.5
692,GA,Acetamiprid,0.1,0.1
693,GA,Acetamiprid,0.5,0.5
694,GA,Acetamiprid,0.4,0.4
695,GA,Acetamiprid,0.1,0.1
696,GA,Acetamiprid,0.2,0.2
697,GA,Acetamiprid,1.0,1.0
698,GA,Acetamiprid,0.6,0.6
699,GA,Acetamiprid,0.0,0.0
700,GA,Acetamiprid,0.0,0.0
701,GA,Acetamiprid,0.4,0.4
702,GA,Acetamiprid,0.0,0.0
703,GA,Acetamiprid,4.2,4.2
704,GA,Acetamiprid,0.8,0.8
705,GA,Acetamiprid,0.1,0.1
706,GA,Clothianidin,10.1,10.1
707,GA,Clothianidin,6.6,7.5
708,GA,Clothianidin,7.2,7.2
709,GA,Clothianidin,5.4,5.4
710,GA,Clothianidin,0.0,0.0
711,GA,Clothianidin,0.0,0.0
712,GA,Clothianidin,6.5,17.2
713,GA,Clothianidin,13.5,51.7
714,GA,Clothianidin,0.6,0.6
715,GA,Clothianidin,44.0,79.0
716,GA,Clothianidin,1.2,1.2
717,GA,Clothianidin,0.2,0.2
718,GA,Clothianidin,19.3,19.3
719,GA,Clothianidin,0.0,0.0
720,GA,Clothianidin,25.8,25.8
721,GA,Clothianidin,0.0,0.0
722,GA,Clothianidin,0.5,0.5
723,GA,Clothianidin,0.0,0.4
724,GA,Clothianidin,0.1,0.1
725,GA,Clothianidin,0.1,0.1
726,GA,Clothianidin,0.2,0.7
727,GA,Clothianidin,12.9,12.9
728,GA,Clothianidin,,0.5
729,GA,Clothianidin,17.3,50.1
730,GA,Clothianidin,23.3,67.2
731,GA,Clothianidin,0.2,0.2
732,GA,Clothianidin,9.1,26.3
733,GA,Clothianidin,0.0,0.1
734,GA,Clothianidin,144.3,144.3
735,GA,Clothianidin,,36.2
736,GA,Clothianidin,71.0,71.0
737,GA,Clothianidin,22.4,64.7
738,GA,Clothianidin,12.9,12.9
739,GA,Clothianidin,,0.0
740,GA,Clothianidin,65.5,65.5
741,GA,Clothianidin,,2.5
742,GA,Clothianidin,3.8,3.8
743,GA,Clothianidin,0.1,0.1
744,GA,Clothianidin,9.2,9.2
745,GA,Clothianidin,,0.0
746,GA,Clothianidin,0.5,0.5
747,GA,Clothianidin,40.1,40.1
748,GA,Clothianidin,0.0,0.0
749,GA,Clothianidin,2.6,2.6
750,GA,Clothianidin,0.2,1.3
751,GA,Clothianidin,0.1,0.1
752,GA,Clothianidin,0.0,0.0
753,GA,Clothianidin,0.0,0.0
754,GA,Clothianidin,5.4,5.4
755,GA,Clothianidin,,30.1
756,GA,Clothianidin,0.1,0.1
757,GA,Clothianidin,,1.6
758,GA,Clothianidin,10.9,10.9
759,GA,Clothianidin,7.1,7.1
760,GA,Clothianidin,0.0,2.1
761,GA,Clothianidin,,6.8
762,GA,Clothianidin,8.6,8.6
763,GA,Clothianidin,72.4,72.4
764,GA,Clothianidin,9.8,29.8
765,GA,Clothianidin,0.7,0.7
766,GA,Clothianidin,9.0,59.7
767,GA,Clothianidin,0.0,0.0
768,GA,Clothianidin,4.4,13.5
769,GA,Clothianidin,0.0,0.1
770,GA,Clothianidin,57.4,57.4
771,GA,Clothianidin,218.9,218.9
772,GA,Clothianidin,2.9,2.9
773,GA,Clothianidin,0.1,0.1
774,GA,Clothianidin,0.1,0.1
775,GA,Clothianidin,0.1,0.1
776,GA,Clothianidin,2.5,2.5
777,GA,Clothianidin,0.1,2.5
778,GA,Clothianidin,9.3,9.3
779,GA,Clothianidin,0.0,0.0
780,GA,Clothianidin,0.2,0.2
781,GA,Clothianidin,0.1,0.1
782,GA,Clothianidin,10.7,10.7
783,GA,Clothianidin,1.4,1.4
784,GA,Clothianidin,,4.2
785,GA,Clothianidin,13.2,13.2
786,GA,Clothianidin,25.0,25.0
787,GA,Clothianidin,0.0,0.1
788,GA,Clothianidin,1.9,1.9
789,GA,Clothianidin,54.5,54.5
790,GA,Clothianidin,0.3,1.1
791,GA,Clothianidin,0.0,0.0
792,GA,Clothianidin,9.2,9.2
793,GA,Clothianidin,4.6,5.2
794,GA,Clothianidin,,5.4
795,GA,Clothianidin,30.7,30.7
796,GA,Clothianidin,52.8,52.8
797,GA,Clothianidin,11.4,21.0
798,GA,Clothianidin,0.4,0.4
799,GA,Clothianidin,0.0,0.0
800,GA,Clothianidin,12.7,36.8
801,GA,Clothianidin,,6.5
802,GA,Clothianidin,3.2,3.2
803,GA,Clothianidin,0.5,0.5
804,GA,Clothianidin,4.5,4.5
805,GA,Clothianidin,15.7,15.7
806,GA,Clothianidin,0.4,10.2
807,GA,Clothianidin,1.0,1.0
808,GA,Clothianidin,24.3,37.9
809,GA,Imidacloprid,261.0,261.4
810,GA,Imidacloprid,176.7,180.9
811,GA,Imidacloprid,95.6,95.6
812,GA,Imidacloprid,493.9,493.9
813,GA,Imidacloprid,3.7,3.7
814,GA,Imidacloprid,0.3,0.3
815,GA,Imidacloprid,14.0,14.0
816,GA,Imidacloprid,0.5,94.8
817,GA,Imidacloprid,169.0,188.8
818,GA,Imidacloprid,602.4,625.2
819,GA,Imidacloprid,9.4,9.5
820,GA,Imidacloprid,170.1,170.4
821,GA,Imidacloprid,10.1,10.1
822,GA,Imidacloprid,457.4,508.8
823,GA,Imidacloprid,6.4,6.4
824,GA,Imidacloprid,441.9,546.0
825,GA,Imidacloprid,341.3,441.3
826,GA,Imidacloprid,3.8,3.8
827,GA,Imidacloprid,494.1,494.2
828,GA,Imidacloprid,0.1,0.1
829,GA,Imidacloprid,75.5,107.6
830,GA,Imidacloprid,0.6,1.5
831,GA,Imidacloprid,1.2,1.2
832,GA,Imidacloprid,4.1,4.1
833,GA,Imidacloprid,0.5,0.5
834,GA,Imidacloprid,0.8,0.8
835,GA,Imidacloprid,2.3,15.7
836,GA,Imidacloprid,0.2,0.4
837,GA,Imidacloprid,1.4,1.4
838,GA,Imidacloprid,219.4,219.5
839,GA,Imidacloprid,5.1,5.2
840,GA,Imidacloprid,0.5,1.3
841,GA,Imidacloprid,694.8,703.4
842,GA,Imidacloprid,708.3,857.4
843,GA,Imidacloprid,0.4,1.3
844,GA,Imidacloprid,282.7,473.8
845,GA,Imidacloprid,0.1,0.3
846,GA,Imidacloprid,383.3,383.3
847,GA,Imidacloprid,456.1,747.0
848,GA,Imidacloprid,0.1,0.1
849,GA,Imidacloprid,0.4,0.4
850,GA,Imidacloprid,1031.7,1040.2
851,GA,Imidacloprid,0.1,0.1
852,GA,Imidacloprid,158.3,158.6
853,GA,Imidacloprid,612.8,628.5
854,GA,Imidacloprid,82.7,82.7
855,GA,Imidacloprid,0.0,0.0
856,GA,Imidacloprid,1026.9,1027.0
857,GA,Imidacloprid,25.4,25.9
858,GA,Imidacloprid,66.4,86.3
859,GA,Imidacloprid,0.8,1.5
860,GA,Imidacloprid,173.8,228.0
861,GA,Imidacloprid,27.7,27.8
862,GA,Imidacloprid,11.7,11.7
863,GA,Imidacloprid,0.0,0.0
864,GA,Imidacloprid,0.4,31.1
865,GA,Imidacloprid,1.7,2.0
866,GA,Imidacloprid,1.6,1.6
867,GA,Imidacloprid,9.4,9.4
868,GA,Imidacloprid,119.0,119.1
869,GA,Imidacloprid,10.5,17.7
870,GA,Imidacloprid,0.1,0.1
871,GA,Imidacloprid,3.7,3.7
872,GA,Imidacloprid,599.0,608.8
873,GA,Imidacloprid,1.2,1.2
874,GA,Imidacloprid,0.2,0.2
875,GA,Imidacloprid,0.3,0.3
876,GA,Imidacloprid,1.0,1.0
877,GA,Imidacloprid,16.6,16.6
878,GA,Imidacloprid,,0.2
879,GA,Imidacloprid,1.3,1.3
880,GA,Imidacloprid,4.8,4.8
881,GA,Imidacloprid,0.1,0.2
882,GA,Imidacloprid,0.1,0.4
883,GA,Imidacloprid,246.9,247.0
884,GA,Imidacloprid,519.7,546.7
885,GA,Imidacloprid,5.6,6.3
886,GA,Imidacloprid,0.5,0.5
887,GA,Imidacloprid,163.4,180.2
888,GA,Imidacloprid,216.9,257.0
889,GA,Imidacloprid,199.9,236.5
890,GA,Imidacloprid,46.2,46.3
891,GA,Imidacloprid,1.8,1.8
892,GA,Imidacloprid,2.0,2.6
893,GA,Imidacloprid,139.6,145.7
894,GA,Imidacloprid,161.6,162.0
895,GA,Imidacloprid,577.3,577.5
896,GA,Imidacloprid,0.8,0.8
897,GA,Imidacloprid,5.3,5.3
898,GA,Imidacloprid,231.3,237.2
899,GA,Imidacloprid,18.5,18.5
900,GA,Imidacloprid,1.8,3.1
901,GA,Imidacloprid,0.1,0.1
902,GA,Imidacloprid,65.3,237.3
903,GA,Imidacloprid,0.9,0.9
904,GA,Imidacloprid,14.7,34.1
905,GA,Imidacloprid,0.1,0.2
906,GA,Imidacloprid,914.3,914.4
907,GA,Imidacloprid,1788.8,1792.7
908,GA,Imidacloprid,1.8,1.8
909,GA,Imidacloprid,128.3,128.4
910,GA,Imidacloprid,1.8,1.9
911,GA,Imidacloprid,2.7,2.7
912,GA,Imidacloprid,1.8,1.9
913,GA,Imidacloprid,291.0,291.9
914,GA,Imidacloprid,1.0,1.0
915,GA,Imidacloprid,49.2,49.3
916,GA,Imidacloprid,3.1,3.2
917,GA,Imidacloprid,163.9,164.0
918,GA,Imidacloprid,2.5,2.5
919,GA,Imidacloprid,2.7,17.5
920,GA,Imidacloprid,396.4,396.5
921,GA,Imidacloprid,0.3,0.3
922,GA,Imidacloprid,18.2,18.2
923,GA,Imidacloprid,2.4,2.4
924,GA,Imidacloprid,352.8,353.1
925,GA,Imidacloprid,1.3,3.3
926,GA,Imidacloprid,1.9,1.9
927,GA,Imidacloprid,4.0,14.6
928,GA,Imidacloprid,265.4,333.7
929,GA,Imidacloprid,665.1,665.3
930,GA,Imidacloprid,0.1,0.1
931,GA,Imidacloprid,0.4,0.4
932,GA,Imidacloprid,111.0,111.0
933,GA,Imidacloprid,715.7,721.9
934,GA,Imidacloprid,1.2,1.2
935,GA,Imidacloprid,0.1,0.1
936,GA,Imidacloprid,124.8,125.1
937,GA,Imidacloprid,8.9,31.7
938,GA,Imidacloprid,58.6,66.1
939,GA,Imidacloprid,598.0,598.2
940,GA,Imidacloprid,726.3,729.2
941,GA,Imidacloprid,296.0,459.4
942,GA,Imidacloprid,58.8,59.1
943,GA,Imidacloprid,31.2,31.2
944,GA,Imidacloprid,0.0,0.1
945,GA,Imidacloprid,370.2,391.7
946,GA,Imidacloprid,46.6,46.6
947,GA,Imidacloprid,7.4,7.4
948,GA,Imidacloprid,6.3,6.3
949,GA,Imidacloprid,1.2,1.2
950,GA,Imidacloprid,10.3,11.1
951,GA,Imidacloprid,49.1,49.1
952,GA,Imidacloprid,11.1,14.3
953,GA,Imidacloprid,156.5,156.7
954,GA,Imidacloprid,87.6,87.7
955,GA,Imidacloprid,236.4,236.4
956,GA,Imidacloprid,54.3,54.3
957,GA,Imidacloprid,0.4,0.4
958,GA,Imidacloprid,0.4,0.4
959,GA,Imidacloprid,235.2,374.7
960,GA,Imidacloprid,3.9,3.9
961,GA,Imidacloprid,7.5,7.5
962,GA,Imidacloprid,508.2,636.1
963,GA,Thiamethoxam,,101.8
964,GA,Thiamethoxam,1.2,1.2
965,GA,Thiamethoxam,,56.5
966,GA,Thiamethoxam,74.1,74.1
967,GA,Thiamethoxam,0.0,0.0
968,GA,Thiamethoxam,0.0,0.0
969,GA,Thiamethoxam,,7.0
970,GA,Thiamethoxam,0.7,0.7
971,GA,Thiamethoxam,2.1,2.1
972,GA,Thiamethoxam,,0.6
973,GA,Thiamethoxam,,2.7
974,GA,Thiamethoxam,2.5,2.5
975,GA,Thiamethoxam,,2.7
976,GA,Thiamethoxam,0.1,243.4
977,GA,Thiamethoxam,8.3,168.6
978,GA,Thiamethoxam,58.1,58.1
979,GA,Thiamethoxam,0.2,65.1
980,GA,Thiamethoxam,,0.6
981,GA,Thiamethoxam,,1.0
982,GA,Thiamethoxam,30.5,30.5
983,GA,Thiamethoxam,2.4,2.4
984,GA,Thiamethoxam,3.7,3.7
985,GA,Thiamethoxam,0.1,0.1
986,GA,Thiamethoxam,1.4,1.4
987,GA,Thiamethoxam,2.2,2.2
988,GA,Thiamethoxam,135.9,135.9
989,GA,Thiamethoxam,,0.9
990,GA,Thiamethoxam,4.3,4.3
991,GA,Thiamethoxam,2.5,2.5
992,GA,Thiamethoxam,143.7,143.7
993,GA,Thiamethoxam,0.1,0.1
994,GA,Thiamethoxam,1.7,20.8
995,GA,Thiamethoxam,0.0,1.0
996,GA,Thiamethoxam,4.0,103.7
997,GA,Thiamethoxam,,8.2
998,GA,Thiamethoxam,0.1,0.1
999,GA,Thiamethoxam,,2.3
1000,GA,Thiamethoxam,0.0,0.0
1001,GA,Thiamethoxam,0.2,0.2
1002,GA,Thiamethoxam,0.1,0.1
1003,GA,Thiamethoxam,,7.9
1004,GA,Thiamethoxam,0.0,0.0
1005,GA,Thiamethoxam,116.1,116.1
1006,GA,Thiamethoxam,0.0,0.0
1007,GA,Thiamethoxam,0.0,0.0
1008,GA,Thiamethoxam,0.0,0.0
1009,GA,Thiamethoxam,,0.6
1010,GA,Thiamethoxam,2.3,2.3
1011,GA,Thiamethoxam,0.0,0.0
1012,GA,Thiamethoxam,1.5,1.5
1013,GA,Thiamethoxam,4.7,85.8
1014,GA,Thiamethoxam,3.0,98.4
1015,GA,Thiamethoxam,,0.3
1016,GA,Thiamethoxam,,0.1
1017,GA,Thiamethoxam,0.6,0.6
1018,GA,Thiamethoxam,,0.5
1019,GA,Thiamethoxam,61.8,61.8
1020,GA,Thiamethoxam,,1.9
1021,GA,Thiamethoxam,0.3,0.3
1022,GA,Thiamethoxam,0.0,0.0
1023,GA,Thiamethoxam,0.3,0.3
1024,GA,Thiamethoxam,,33.2
1025,GA,Thiamethoxam,0.0,0.1
1026,GA,Thiamethoxam,,0.4
1027,GA,Thiamethoxam,126.4,126.4
1028,GA,Thiamethoxam,234.3,234.3
1029,GA,Thiamethoxam,,0.3
1030,GA,Thiamethoxam,,0.0
1031,GA,Thiamethoxam,,0.1
1032,GA,Thiamethoxam,0.0,0.0
1033,GA,Thiamethoxam,,0.2
1034,GA,Thiamethoxam,0.0,0.0
1035,GA,Thiamethoxam,,51.1
1036,GA,Thiamethoxam,,1.1
1037,GA,Thiamethoxam,,1.3
1038,GA,Thiamethoxam,3.4,3.4
1039,GA,Thiamethoxam,0.1,0.1
1040,GA,Thiamethoxam,49.0,49.0
1041,GA,Thiamethoxam,0.6,0.6
1042,GA,Thiamethoxam,,2.1
1043,GA,Thiamethoxam,5.7,135.9
1044,GA,Thiamethoxam,106.7,106.7
1045,GA,Thiamethoxam,0.0,0.0
1046,GA,Thiamethoxam,20.2,20.2
1047,GA,Thiamethoxam,111.6,111.6
1048,GA,Thiamethoxam,,46.0
1049,GA,Thiamethoxam,,1.3
1050,GA,Thiamethoxam,0.4,0.4
1051,GA,Thiamethoxam,93.1,93.1
1052,GA,Thiamethoxam,142.9,142.9
1053,GA,Thiamethoxam,1.6,1.6
1054,GA,Thiamethoxam,,21.3
1055,GA,Thiamethoxam,,0.2
1056,GA,Thiamethoxam,1.9,1.9
1057,GA,Thiamethoxam,,0.5
1058,GA,Thiamethoxam,,20.6
1059,GA,Thiamethoxam,,16.2
1060,GA,Thiamethoxam,,0.2
1061,GA,Thiamethoxam,,31.8
1062,GA,Thiamethoxam,37.5,37.5
1063,GA,Thiamethoxam,,0.2
1064,GA,Thiamethoxam,1.6,1.6
1065,GA,Thiamethoxam,3.6,3.6
1066,ID,Acetamiprid,0.6,0.6
1067,ID,Acetamiprid,0.1,0.1
1068,ID,Acetamiprid,0.7,0.6
1069,ID,Acetamiprid,0.3,0.3
1070,ID,Acetamiprid,0.5,0.4
1071,ID,Acetamiprid,0.0,0.0
1072,ID,Acetamiprid,1.5,1.5
1073,ID,Acetamiprid,0.8,0.6
1074,ID,Acetamiprid,0.3,0.3
1075,ID,Acetamiprid,0.0,0.0
1076,ID,Acetamiprid,0.0,0.0
1077,ID,Acetamiprid,24.4,24.4
1078,ID,Acetamiprid,0.2,0.2
1079,ID,Acetamiprid,0.0,0.0
1080,ID,Acetamiprid,0.8,0.8
1081,ID,Acetamiprid,0.2,0.2
1082,ID,Acetamiprid,0.1,0.1
1083,ID,Acetamiprid,3.0,3.0
1084,ID,Acetamiprid,0.2,0.2
1085,ID,Acetamiprid,4.4,4.4
1086,ID,Acetamiprid,0.1,0.0
1087,ID,Acetamiprid,0.1,0.1
1088,ID,Acetamiprid,1.2,1.2
1089,ID,Acetamiprid,0.8,0.8
1090,ID,Acetamiprid,0.3,0.2
1091,ID,Acetamiprid,0.2,0.2
1092,ID,Acetamiprid,0.2,0.2
1093,ID,Acetamiprid,0.6,0.6
1094,ID,Acetamiprid,0.1,0.1
1095,ID,Acetamiprid,0.1,0.1
1096,ID,Acetamiprid,10.2,10.2
1097,ID,Acetamiprid,0.1,0.1
1098,ID,Acetamiprid,0.1,0.1
1099,ID,Acetamiprid,0.3,0.3
1100,ID,Acetamiprid,2.2,2.2
1101,ID,Clothianidin,,0.0
1102,ID,Clothianidin,,0.0
1103,ID,Clothianidin,,0.1
1104,ID,Clothianidin,,0.2
1105,ID,Clothianidin,,0.0
1106,ID,Clothianidin,,0.0
1107,ID,Clothianidin,,0.0
1108,ID,Imidacloprid,17.2,19.8
1109,ID,Imidacloprid,0.5,0.5
1110,ID,Imidacloprid,171.9,171.9
1111,ID,Imidacloprid,30.9,30.9
1112,ID,Imidacloprid,0.3,0.3
1113,ID,Imidacloprid,2417.8,2417.8
1114,ID,Imidacloprid,339.8,339.8
1115,ID,Imidacloprid,0.9,0.9
1116,ID,Imidacloprid,1.3,1.3
1117,ID,Imidacloprid,875.1,875.1
1118,ID,Imidacloprid,0.6,0.6
1119,ID,Imidacloprid,22.7,22.7
1120,ID,Imidacloprid,25.0,25.0
1121,ID,Imidacloprid,432.5,469.1
1122,ID,Imidacloprid,269.8,269.8
1123,ID,Imidacloprid,3716.2,3716.2
1124,ID,Imidacloprid,117.5,117.5
1125,ID,Imidacloprid,52.6,52.6
1126,ID,Imidacloprid,63.0,63.0
1127,ID,Imidacloprid,204.0,204.1
1128,ID,Imidacloprid,263.4,263.4
1129,ID,Imidacloprid,927.5,927.5
1130,ID,Imidacloprid,135.9,135.9
1131,ID,Imidacloprid,1087.8,1087.8
1132,ID,Imidacloprid,5.2,5.2
1133,ID,Imidacloprid,814.4,814.4
1134,ID,Imidacloprid,1365.3,1365.3
1135,ID,Imidacloprid,128.5,128.5
1136,ID,Imidacloprid,1.0,1.0
1137,ID,Imidacloprid,0.4,0.4
1138,ID,Imidacloprid,0.2,0.2
1139,ID,Imidacloprid,40.5,40.5
1140,ID,Imidacloprid,1113.8,1113.8
1141,ID,Imidacloprid,4181.2,4181.2
1142,ID,Imidacloprid,3.2,3.2
1143,ID,Imidacloprid,363.7,363.7
1144,ID,Imidacloprid,20.8,20.9
1145,ID,Imidacloprid,101.3,107.2
1146,ID,Imidacloprid,564.2,564.2
1147,ID,Imidacloprid,180.0,180.0
1148,ID,Imidacloprid,874.3,874.3
1149,ID,Imidacloprid,4.6,4.6
1150,ID,Imidacloprid,5.1,14.4
1151,ID,Thiacloprid,0.0,0.0
1152,ID,Thiacloprid,0.0,0.0
1153,ID,Thiacloprid,0.0,0.0
1154,ID,Thiacloprid,0.0,0.0
1155,ID,Thiacloprid,0.0,0.0
1156,ID,Thiacloprid,2.1,2.1
1157,ID,Thiacloprid,0.0,0.0
1158,ID,Thiacloprid,0.1,0.1
1159,ID,Thiacloprid,0.0,0.0
1160,ID,Thiacloprid,0.0,0.0
1161,ID,Thiacloprid,0.0,0.0
1162,ID,Thiacloprid,0.0,0.0
1163,ID,Thiacloprid,0.0,0.0
1164,ID,Thiacloprid,0.0,0.0
1165,ID,Thiacloprid,0.9,0.9
1166,ID,Thiacloprid,0.2,0.2
1167,ID,Thiamethoxam,0.1,0.2
1168,ID,Thiamethoxam,0.0,0.0
1169,ID,Thiamethoxam,2.6,2.6
1170,ID,Thiamethoxam,0.5,0.5
1171,ID,Thiamethoxam,0.0,0.0
1172,ID,Thiamethoxam,36.7,36.7
1173,ID,Thiamethoxam,,1.2
1174,ID,Thiamethoxam,,0.0
1175,ID,Thiamethoxam,0.0,0.0
1176,ID,Thiamethoxam,13.3,13.3
1177,ID,Thiamethoxam,0.0,0.0
1178,ID,Thiamethoxam,0.3,0.3
1179,ID,Thiamethoxam,,0.1
1180,ID,Thiamethoxam,0.2,4.2
1181,ID,Thiamethoxam,4.1,4.1
1182,ID,Thiamethoxam,,12.9
1183,ID,Thiamethoxam,1.8,1.8
1184,ID,Thiamethoxam,0.8,0.8
1185,ID,Thiamethoxam,1.0,1.0
1186,ID,Thiamethoxam,,2.9
1187,ID,Thiamethoxam,4.0,4.0
1188,ID,Thiamethoxam,14.1,14.1
1189,ID,Thiamethoxam,0.5,2.4
1190,ID,Thiamethoxam,,3.8
1191,ID,Thiamethoxam,0.0,0.0
1192,ID,Thiamethoxam,12.4,12.4
1193,ID,Thiamethoxam,,4.7
1194,ID,Thiamethoxam,1.9,1.9
1195,ID,Thiamethoxam,0.0,0.0
1196,ID,Thiamethoxam,0.0,0.0
1197,ID,Thiamethoxam,,0.1
1198,ID,Thiamethoxam,16.9,16.9
1199,ID,Thiamethoxam,,14.5
1200,ID,Thiamethoxam,0.0,0.0
1201,ID,Thiamethoxam,5.5,5.5
1202,ID,Thiamethoxam,0.0,0.3
1203,ID,Thiamethoxam,0.1,1.1
1204,ID,Thiamethoxam,8.6,8.6
1205,ID,Thiamethoxam,2.7,2.7
1206,ID,Thiamethoxam,,3.0
1207,ID,Thiamethoxam,,0.1
1208,ID,Thiamethoxam,0.0,0.0
1209,IL,Acetamiprid,,0.7
1210,IL,Acetamiprid,,0.1
1211,IL,Acetamiprid,,0.7
1212,IL,Acetamiprid,0.2,2.1
1213,IL,Acetamiprid,,0.2
1214,IL,Acetamiprid,0.8,1.0
1215,IL,Acetamiprid,,0.7
1216,IL,Acetamiprid,1.2,1.7
1217,IL,Acetamiprid,,0.4
1218,IL,Acetamiprid,,1.2
1219,IL,Acetamiprid,,0.1
1220,IL,Acetamiprid,,0.5
1221,IL,Acetamiprid,,0.5
1222,IL,Acetamiprid,,0.4
1223,IL,Acetamiprid,,0.1
1224,IL,Acetamiprid,1.7,3.2
1225,IL,Acetamiprid,,0.5
1226,IL,Acetamiprid,,0.4
1227,IL,Acetamiprid,0.6,3.1
1228,IL,Acetamiprid,,0.3
1229,IL,Acetamiprid,,0.0
1230,IL,Acetamiprid,0.0,0.1
1231,IL,Acetamiprid,,0.1
1232,IL,Acetamiprid,,0.2
1233,IL,Acetamiprid,,0.4
1234,IL,Acetamiprid,,0.6
1235,IL,Acetamiprid,,0.0
1236,IL,Acetamiprid,,0.1
1237,IL,Acetamiprid,,0.8
1238,IL,Acetamiprid,,0.4
1239,IL,Acetamiprid,,0.2
1240,IL,Acetamiprid,0.3,0.9
1241,IL,Acetamiprid,,0.4
1242,IL,Acetamiprid,,0.8
1243,IL,Acetamiprid,,0.4
1244,IL,Acetamiprid,1.3,1.3
1245,IL,Acetamiprid,,0.1
1246,IL,Acetamiprid,,1.6
1247,IL,Acetamiprid,,0.1
1248,IL,Acetamiprid,,0.3
1249,IL,Acetamiprid,,0.3
1250,IL,Acetamiprid,0.1,0.7
1251,IL,Acetamiprid,,0.0
1252,IL,Acetamiprid,0.6,4.2
1253,IL,Acetamiprid,,0.9
1254,IL,Acetamiprid,0.5,1.4
1255,IL,Acetamiprid,,0.7
1256,IL,Acetamiprid,0.1,1.1
1257,IL,Acetamiprid,0.8,2.6
1258,IL,Acetamiprid,,0.4
1259,IL,Acetamiprid,2.0,2.0
1260,IL,Acetamiprid,,1.5
1261,IL,Acetamiprid,,0.9
1262,IL,Acetamiprid,,0.7
1263,IL,Acetamiprid,0.7,7.6
1264,IL,Acetamiprid,,0.2
1265,IL,Acetamiprid,,0.2
1266,IL,Acetamiprid,,0.8
1267,IL,Acetamiprid,,1.5
1268,IL,Acetamiprid,,0.9
1269,IL,Acetamiprid,,0.5
1270,IL,Acetamiprid,,0.7
1271,IL,Acetamiprid,,0.1
1272,IL,Acetamiprid,,0.4
1273,IL,Acetamiprid,1.8,1.8
1274,IL,Acetamiprid,,0.3
1275,IL,Acetamiprid,,0.8
1276,IL,Acetamiprid,,0.6
1277,IL,Acetamiprid,,0.3
1278,IL,Acetamiprid,0.2,0.5
1279,IL,Acetamiprid,,1.1
1280,IL,Acetamiprid,,0.3
1281,IL,Acetamiprid,,0.6
1282,IL,Acetamiprid,,1.9
1283,IL,Acetamiprid,,0.1
1284,IL,Acetamiprid,0.3,0.5
1285,IL,Acetamiprid,,0.0
1286,IL,Acetamiprid,,0.4
1287,IL,Acetamiprid,1.0,1.1
1288,IL,Acetamiprid,,0.5
1289,IL,Acetamiprid,,0.1
1290,IL,Acetamiprid,,0.3
1291,IL,Acetamiprid,,0.3
1292,IL,Acetamiprid,,0.9
1293,IL,Acetamiprid,,0.4
1294,IL,Acetamiprid,2.0,2.6
1295,IL,Acetamiprid,,0.1
1296,IL,Acetamiprid,,0.1
1297,IL,Acetamiprid,,0.0
1298,IL,Acetamiprid,,0.7
1299,IL,Acetamiprid,,0.6
1300,IL,Acetamiprid,,0.1
1301,IL,Acetamiprid,,0.5
1302,IL,Acetamiprid,1.6,1.8
1303,IL,Acetamiprid,0.8,2.1
1304,IL,Acetamiprid,,0.2
1305,IL,Acetamiprid,1.4,2.6
1306,IL,Acetamiprid,,0.2
1307,IL,Clothianidin,0.1,0.1
1308,IL,Clothianidin,1.5,1.5
1309,IL,Clothianidin,1.3,1.3
1310,IL,Clothianidin,0.5,0.5
1311,IL,Clothianidin,2.0,2.0
1312,IL,Clothianidin,0.1,0.1
1313,IL,Clothianidin,0.3,0.3
1314,IL,Clothianidin,0.2,0.2
1315,IL,Clothianidin,0.1,0.1
1316,IL,Clothianidin,1.9,1.9
1317,IL,Clothianidin,0.1,0.1
1318,IL,Clothianidin,1.7,1.7
1319,IL,Clothianidin,0.8,0.8
1320,IL,Clothianidin,0.3,0.3
1321,IL,Clothianidin,1.0,1.0
1322,IL,Clothianidin,1.7,1.7
1323,IL,Clothianidin,1.8,1.8
1324,IL,Clothianidin,0.5,0.5
1325,IL,Clothianidin,1.5,1.5
1326,IL,Imidacloprid,12.7,12.6
1327,IL,Imidacloprid,0.1,23.0
1328,IL,Imidacloprid,50.5,51.0
1329,IL,Imidacloprid,4.6,40.9
1330,IL,Imidacloprid,3.1,3.0
1331,IL,Imidacloprid,64.5,64.5
1332,IL,Imidacloprid,11.9,12.1
1333,IL,Imidacloprid,22.2,22.2
1334,IL,Imidacloprid,41.8,42.5
1335,IL,Imidacloprid,218.9,219.0
1336,IL,Imidacloprid,124.1,125.9
1337,IL,Imidacloprid,55.8,55.5
1338,IL,Imidacloprid,52.5,52.3
1339,IL,Imidacloprid,0.2,62.5
1340,IL,Imidacloprid,60.3,60.1
1341,IL,Imidacloprid,0.6,2.9
1342,IL,Imidacloprid,50.2,50.0
1343,IL,Imidacloprid,35.2,35.2
1344,IL,Imidacloprid,10.9,107.4
1345,IL,Imidacloprid,112.9,113.2
1346,IL,Imidacloprid,55.7,55.7
